Age,Gender,Marital_Status,Living_Situation,Knowledge_Area,Education_Level,Teaching_Level,Num_Institutions,Institution_Network,Official_Workload,Actual_Workload_Pandemic,Years_Teaching,"Considering the devices and technological resources, indicate those to which you have (1) and do not have access (0): [Mobile]","Considering the devices and technological resources, indicate those you have (1) and do not have access (0): [Desktop computer]","Considerando os dispositivos e recursos tecnológicos, indique aqueles a que tem (1) e não tem acesso (0): [Computador portátil (notebook)]","Considerando os dispositivos e recursos tecnológicos, indique aqueles a que tem (1) e não tem acesso (0): [Tablet]",Amount resource that has access,"Considering the devices and technological resources, indicate those to which you have (1) and do not have access (0): [Home internet connection]","Considering the devices and technological resources, indicate those to which you have (1) and do not have access (0): [Internet connection by /on mobile]",Internet connection,"Considering your conditions of access to technologies, such as computer or notebook, you evaluate that these conditions are:","Considering your internet access conditions (cable and/or wi-fi), you assess that these conditions are:",Conditions of access devices and internet,CD [Email account],CD [Instant communicators (e.g. whatsapp)],"CD [Web conferencing or synchronous communication platform with video and sound (e.g. meet, zoom or skype)]","CD [Virtual learning environment (e.g. moodle, e-proinfo or google classroom)]","CD [Social networks (e.g. facebook, instagram or linkedin)]",CD [Applications for editing digital text (e.g. word or libreoffice)],CD [Visual editing tools (e.g. power point or canva)],CD [Tools for recording videos (e.g. digital cameras)],"CD [Tools for video editing (e.g. movavi, moviemaker or camtasia)]",CD [Tools or resources for online activities (e.g. online forum or questionnaire))],"CD [Tools for interactive presentation (e.g. kahoot, socrative or lied)]",Digital_Competence_Score,New_Resources_Learned,CT - I have support from people who live with me in my residence,CT - My co-workers assist me in the activities necessary for remote teaching,"CT - The institution or school offers support, guidance and support for the development of remote education activities",CT - The technical(s) of the institution or school offers support for carrying out activities in the pandemic,CT - Received technical training for the use of technological resources,CT - I received pedagogical training to work in remote education,"CT - Participated in courses, lives and/ or lectures in addition to those offered by the institution(s) in which I work",CT - I dedicate more hours for planning in remote education than in face-to-face teaching,"CT - The process of evaluating learning, correcting and returning activities is more time-consuming in remote education",CT - I have difficulty using technological resources in remote education,CT - In my institution lack technological resources to develop activities in remote education,CT - Sinto-me sozinho na atuação no ensino remoto,CT - I missed being and interacting with students in the classroom in face-to-face teaching,Working_Conditions_Score,QV [Sleep quality],QV [Amount of sleep hours],QV [Feed quality],QV [Body Weight],QV [Blood pressure],QV [Mood],QV [Anxiety],QV [Gastrointestinal problems],QV  [Muscle pain],Quality_of_Life_Score,"MBI -1In the pandemic, I feel emotionally exhausted with my work [-]",MBI -2I feel more tired at the end of the working day than before the pandemic [-],"MBI -3When I wake up in the morning and face another day of work, I feel more tired than before the pandemic [-]",MBI -4In the pandemic I have easier to understand how my students feel [-],"MBI -5Now in the pandemic, I feel that working all day with students is a great effort and tire me more [-]",MBI -6I think I deal with my students' problems more effectively in remote teaching [-],MBI -7I feel that my work in remote teaching is wearing me down [-],MBI -8I believe that with my work I am positively influencing the lives of my students [+],MBI -9I've become more insensitive to people since I started teaching in the pandemic ,MBI -10I feel that working in remote education is hardening me emotionally [-],MBI -11I feel very willing for my work in remote teaching [-],MBI -12I feel frustrated in my work in remote teaching [-],MBI -13I feel like I'm working too the pandemic [-],MBI -14I didn't worry about what happens to some students during the pandemic [-],MBI -15 I didn't worry about what happens to some students during the pandemic [-],MBI -16 I feel that I can easily create a pleasant atmosphere with my students in remote teaching [-],MBI -17I feel motivated after working with my students even remotely [-],MBI -18 I believe I get many valuable things in my job as a teacher in the pandemic [-],"MBI -19In the pandemic, I feel at the limit of my possibilities at work [-]",MBI -20I think students blame me more for some of their problems in remote teaching than in the face-to-face [-],MBI_Total_Score,Know_COVID_Cases,Lost_Someone_COVID,User_Type,Dataset_Source,Age_Group,Age_Numeric,Gender_Standardized
64,Male,Married or married,Partner or wife/husband,5,Master's degree,; HE = Higher Education,1,Public,From 31 to 40 hours a week,From 31 to 40 hours a week,Between 21 and 30 years,I have access,1,1,0,3,I have access,1,2,5,5,10,Already used,2,2,2,2,2,2,2,2,2,0,20,0,- I totally agree,5,5,5,5,4,5,2,1,5,5,4.0,3,54,No changes,0,1,1,1,0,0,0,1,4,0,1,1,3,0,0.0,0,0,0,0.0,0,0.0,1,4,1,0,0,0.0,1,1.0,13,No,2,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,64.0,Male
50,Male,Divorced or separated,Child(s) who is(s) child(s),3,Complete graduation,; HS = High School,3,Private,From 11 to 20 h per week,From 31 to 40 hours a week,Between 21 and 30 years,I have access,1,1,0,3,I have access,1,2,5,5,10,I had never used and started using in pandemic,2,1,1,2,2,2,1,0,2,1,15,5,- I totally agree,5,5,5,5,5,5,1,1,4,4,5.0,1,51,-1,-1,-1,-1,-1,0,0,0,-1,-6,Never,1,1,1,1,3.0,1,3,0,0.0,3,0.0,3,1,0,1,1,1.0,1,0.0,23,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,50.0,Male
32,Female,Single,Partner or wife/husband,1,Complete graduation,ECE = Early Childhood Education,1,Public,From 21 to 30 h per week,Up to 10 h per week,Between 11 and 20 years,I have access,1,0,0,2,I have access,1,2,3,4,7,Already used,2,1,1,2,2,2,1,1,1,0,15,5,- I totally agree,5,4,4,1,1,5,5,1,3,3,5.0,1,43,No changes,0,0,-1,0,0,0,0,0,-1,Never,0,0,0,4,4.0,1,3,0,0.0,3,2.0,0,4,1,4,4,4.0,1,0.0,36,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,32.0,Female
37,Female,Divorced or separated,Child(s) who is(s) child(s),1,Complete graduation,ECE = Early Childhood Education,1,Public,From 21 to 30 h per week,From 11 to 20 h per week,Between 1 and 5 years,I have access,0,1,0,2,I have access,1,2,5,4,9,Already used,2,1,1,2,2,2,2,1,2,1,18,4,- I totally agree,4,4,4,2,2,5,5,2,2,3,1.0,3,42,No changes,0,0,-1,0,0,-1,-1,-1,-4,Never,1,1,1,4,3.0,0,3,1,1.0,1,0.0,1,3,0,3,1,3.0,0,0.0,28,No,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,37.0,Female
53,Male,Married or married,"Partner or wife/husband, Adult Son(s)",8,Specialization,; HS = High School,1,Public,From 21 to 30 h per week,From 41 to 50 h per week,Between 11 and 20 years,I have access,1,1,1,4,I have access,1,2,5,5,10,Already used,2,1,1,2,2,2,1,0,1,0,14,4,- I totally agree,5,5,5,4,2,5,1,2,5,5,3.0,1,48,-1,-1,0,-1,0,0,-1,-1,-1,-6,Never,1,1,1,1,3.0,0,1,0,0.0,0,1.0,1,4,0,1,1,0.0,0,0.0,17,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,53.0,Male
40,Female,Divorced or separated,Child(s) who is(s) child(s),3,Specialization,; ES = Elementary School,2,Public,From 31 to 40 hours a week,From 31 to 40 hours a week,Between 11 and 20 years,I have access,0,1,0,2,I have access,1,2,4,4,8,Already used,2,1,1,2,2,1,1,0,2,0,14,4,- Partially disagree,5,5,5,5,5,5,2,1,5,2,5.0,1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,- Weekly,4,4,4,4,3.0,1,3,0,0.0,4,1.0,4,4,4,3,3,1.0,1,1.0,53,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,40.0,Female
38,Female,Married or married,Partner or wife/husband,5,Master's degree,; HE = Higher Education,1,Public,From 41 to 50 h per week,From 31 to 40 hours a week,Between 6 and 10 years,I have access,0,1,0,2,I have access,1,2,4,5,9,Already used,2,2,2,2,2,2,1,1,2,0,18,2,- I totally agree,5,4,5,5,2,3,1,1,4,4,4.0,1,44,-1,-1,0,0,0,0,-1,-1,-1,-5,- Monthly,3,3,4,1,2.0,4,2,1,3.0,3,2.0,4,2,1,1,2,3.0,4,3.0,51,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,38.0,Female
31,Female,Married or married,Partner or wife/husband,7,Doctorate,; HS = High School,1,Public,From 21 to 30 h per week,From 31 to 40 hours a week,Between 1 and 5 years,I have access,0,1,0,2,I have access,1,2,5,5,10,Already used,2,2,2,2,2,2,1,1,1,1,18,4,- I totally agree,4,4,4,4,3,2,1,1,5,3,4.0,1,41,No changes,-1,0,0,0,0,0,0,-1,-2,- Monthly,3,3,4,3,3.0,2,1,0,0.0,1,1.0,2,4,2,1,1,1.0,3,0.0,38,No,2,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,31.0,Female
54,Male,Married or married,Partner or wife/husband,1,Doctorate,; HE = Higher Education,1,Private,From 41 to 50 h per week,From 41 to 50 h per week,Between 21 and 30 years,I have access,0,1,0,2,I have access,1,2,5,5,10,Already used,2,2,2,2,2,2,2,2,2,2,22,0,- I totally agree,5,5,4,5,3,5,3,5,5,5,5.0,3,58,No changes,0,1,1,0,0,0,1,0,3,Never,1,0,0,0,3.0,1,2,0,0.0,2,0.0,1,4,0,2,2,2.0,0,0.0,21,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,54.0,Male
42,Male,Married or married,"Partner or wife/husband, Son(s) who is child(s), Child(s) adolescents, Pet (dog, cat, etc.)",5,Specialization,; HS = High School,1,Public,From 31 to 40 hours a week,From 41 to 50 h per week,Between 11 and 20 years,I have access,1,1,0,3,I have access,1,2,5,5,10,Already used,2,2,2,2,2,2,1,1,2,2,20,2,- I totally agree,1,4,3,5,1,5,1,3,4,4,3.0,4,43,-1,-1,-1,-1,0,0,-1,0,-1,-6,- Monthly,3,1,1,4,3.0,1,0,1,1.0,3,1.0,4,4,1,1,3,3.0,1,0.0,39,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,42.0,Male
29,Male,Married or married,"Partner or wife/husband, Pet (dog, cat , etc.)",7,Specialization,; HS = High School,1,Public,From 31 to 40 hours a week,From 51 to 60 h per week,Between 6 and 10 years,I have access,1,1,0,3,I have access,1,2,5,2,7,Already used,2,1,1,1,2,0,0,1,1,0,11,5,I totally disagree,3,3,5,2,4,4,1,1,4,2,4.0,1,35,-1,0,-1,-1,0,-1,-1,-1,0,-6,- Monthly,4,4,0,2,0.0,3,4,0,0.0,2,0.0,1,1,0,3,3,0.0,0,4.0,34,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,29.0,Male
51,Male,Married or married,"Partner or wife/husband, Pet (dog, cat , etc.)",5,Specialization,; HE = Higher Education,1,Private,From 21 to 30 h per week,From 51 to 60 h per week,Between 6 and 10 years,I have access,1,1,0,3,I have access,1,2,5,5,10,Already used,2,2,0,2,2,2,1,2,2,1,18,2,- I totally agree,3,4,3,4,4,5,1,1,5,3,2.0,1,41,No changes,0,0,-1,0,0,0,0,-1,-2,0,4,1,4,4,0.0,4,0,0,0.0,0,0.0,4,4,0,0,0,0.0,0,1.0,26,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,51.0,Male
42,Female,Married or married,"Child(s) teens, Pet (dog, cat, etc.)",1,Specialization,; HS = High School,2,Public,From 31 to 40 hours a week,From 51 to 60 h per week,Between 6 and 10 years,I have access,0,1,0,2,I have access,1,2,5,4,9,Already used,2,1,2,2,2,1,1,0,1,2,16,4,- I totally agree,2,4,3,4,2,3,1,1,3,2,2.0,1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,- Weekly,4,4,3,4,4.0,4,1,3,4.0,3,1.0,4,3,4,3,4,3.0,1,0.0,61,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,42.0,Female
40,Female,Single,"Alone), Pet (dog, cat , etc.)",5,Master's degree,; HE = Higher Education,2,Public,From 31 to 40 hours a week,From 31 to 40 hours a week,Between 11 and 20 years,I have access,0,1,0,2,I have access,1,2,5,3,8,Already used,2,2,1,2,2,2,1,0,1,2,17,3,I totally disagree,5,5,5,5,5,5,1,2,5,5,5.0,1,50,-1,-1,-1,-1,0,-1,-1,0,0,-6,Never,1,1,2,3,2.0,3,1,1,1.0,1,0.0,3,3,2,0,1,1.0,1,2.0,30,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,40.0,Female
66,Male,Married or married,Partner or wife/husband,5,Doctorate,; HE = Higher Education,1,Public,From 11 to 20 h per week,From 11 to 20 h per week,Between 21 and 30 years,I have access,0,1,0,2,I have access,1,2,5,5,10,Already used,2,2,2,2,2,2,2,1,1,1,19,3,- I totally agree,5,5,5,5,5,5,1,4,5,4,5.0,2,56,No changes,0,0,0,0,0,0,0,-1,-1,0,1,1,4,1,1.0,1,0,0,0.0,0,0.0,1,3,0,0,0,0.0,0,1.0,14,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,66.0,Male
43,Male,Married or married,Partner or wife/husband,8,Master's degree,; HE = Higher Education,1,Private,From 11 to 20 h per week,From 11 to 20 h per week,Between 6 and 10 years,I have access,1,1,1,4,I have access,1,2,4,5,9,Already used,2,2,2,2,2,2,2,2,2,2,22,0,- I totally agree,5,4,4,5,5,5,1,5,5,5,2.0,2,53,No changes,0,-1,-1,0,0,-1,0,0,-3,Never,1,1,2,1,2.0,1,0,1,1.0,1,1.0,1,3,1,0,0,0.0,1,0.0,19,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,43.0,Male
31,Female,Single,"Parents and/or siblings, Pet (dog, cat, etc.)",8,Master's degree,; HS = High School,2,Public,From 21 to 30 h per week,From 21 to 30 h per week,Between 6 and 10 years,I have access,0,1,1,3,I have access,1,2,3,3,6,Already used,2,1,2,2,2,2,2,1,1,0,17,3,- Partially disagree,2,1,1,1,1,2,1,1,4,1,1.0,1,19,-1,-1,-1,-1,0,-1,-1,0,-1,-7,- Weekly,4,4,0,4,4.0,4,3,4,4.0,4,4.0,4,1,1,1,4,3.0,4,4.0,65,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,31.0,Female
55,Male,Married or married,"Partner or wife/husband, Adult Son(s)",1,Specialization,; HS = High School,2,Private,From 21 to 30 h per week,From 41 to 50 h per week,Between 21 and 30 years,I have access,1,1,0,3,I have access,1,2,5,5,10,I had never used and started using in pandemic,2,1,1,1,2,1,1,0,1,0,11,7,- I totally agree,5,5,5,5,5,5,2,3,3,5,5.0,1,54,No changes,0,1,-1,0,1,1,1,-1,2,Never,1,1,1,0,3.0,1,3,0,0.0,2,0.0,1,3,1,2,2,2.0,2,1.0,27,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,55.0,Male
42,Female,Married or married,"Parents and/or siblings, Adolescent Son(s), Pet (dog, cat , etc.)",5,Specialization,; ES = Elementary School,1,Private,From 21 to 30 h per week,From 51 to 60 h per week,Between 11 and 20 years,I have access,0,1,0,2,I have access,1,2,3,4,7,Already used,2,1,2,2,2,2,2,2,2,1,20,2,- I totally agree,5,3,3,1,1,5,1,1,5,3,3.0,5,41,-1,-1,-1,-1,0,0,-1,-1,-1,-7,- Annually,2,2,2,2,2.0,2,2,0,0.0,2,1.0,2,4,0,2,2,2.0,0,0.0,31,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,42.0,Female
44,Female,Single,Parents and/or siblings,8,Doctorate,; HE = Higher Education,2,Private,From 31 to 40 hours a week,From 51 to 60 h per week,Between 11 and 20 years,I have access,1,1,1,4,I have access,1,2,4,5,9,Already used,2,1,1,2,2,2,1,0,1,1,15,5,- I totally agree,5,5,4,4,4,5,1,1,3,4,3.0,2,46,-1,-1,-1,-1,0,-1,-1,0,0,-6,- Weekly,4,4,4,4,0.0,4,0,1,1.0,4,1.0,4,4,1,3,3,3.0,1,1.0,51,No,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,44.0,Female
50,Female,Married or married,"Parents and/or siblings, Partner or wife/husband, Adult Son(s), Pet (dog, cat,  etc.)",8,Master's degree,; HE = Higher Education,2,"1, 2",From 21 to 30 h per week,From 41 to 50 h per week,Between 11 and 20 years,I have access,1,1,0,3,I have access,1,2,5,4,9,Already used,2,2,2,2,2,2,2,2,2,2,22,0,- I totally agree,3,4,4,4,5,5,1,2,5,4,5.0,1,48,-1,0,1,-1,-1,0,-1,0,0,-3,- Monthly,1,1,4,0,3.0,1,2,0,0.0,3,0.0,2,4,1,0,1,3.0,1,0.0,30,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,50.0,Female
32,Female,Married or married,Partner or wife/husband,2,Specialization,; MS = Middle School,2,Public,From 11 to 20 h per week,From 21 to 30 h per week,Between 11 and 20 years,I have access,0,1,0,2,I have access,1,2,5,5,10,Already used,2,1,1,2,2,2,1,1,1,1,16,6,- I totally agree,5,5,5,4,3,5,1,1,5,1,5.0,1,46,-1,-1,-1,-1,0,0,-1,-1,-1,-7,- Monthly,4,4,4,4,4.0,4,0,0,0.0,3,0.0,3,4,0,0,0,0.0,4,0.0,41,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,32.0,Female
51,Female,Married or married,"Parents and/or siblings, Partner or wife/husband, Son(s) who is (are) child(s)",3,Master's degree,; MS = Middle School,2,Public,From 31 to 40 hours a week,From 51 to 60 h per week,Between 11 and 20 years,I have access,1,1,0,3,I have access,1,2,4,4,8,Already used,2,1,1,2,2,2,1,1,1,2,17,5,- Partially agree,5,4,1,4,4,5,1,2,2,3,2.0,2,39,No changes,0,0,-1,0,-1,-1,0,-1,-4,Never,1,1,2,2,3.0,1,3,0,1.0,3,1.0,2,3,1,3,3,3.0,1,1.0,36,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,45-54,51.0,Female
26,Male,Single,Parents and/or siblings,1,Complete graduation,; HS = High School,1,Public,From 31 to 40 hours a week,From 21 to 30 h per week,Between 1 and 5 years,I have access,1,1,0,3,I have access,1,2,5,5,10,Already used,2,1,2,2,2,2,1,0,1,0,15,3,- I totally agree,5,5,5,5,3,5,3,4,4,2,5.0,1,52,-1,0,1,1,0,-1,-1,0,0,-1,- Annually,2,2,0,0,3.0,2,2,1,0.0,1,2.0,2,3,2,1,2,2.0,1,0.0,30,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,26.0,Male
27,Female,Single,Parents and/or siblings,2,Complete graduation,; MS = Middle School,2,Private,From 31 to 40 hours a week,From 11 to 20 h per week,Between 1 and 5 years,I have access,0,1,0,2,I have access,1,2,4,5,9,Already used,2,1,1,2,2,2,1,1,1,1,16,6,I totally disagree,2,2,3,3,1,5,1,3,3,2,1.0,1,28,-1,-1,-1,-1,0,-1,-1,-1,-1,-8,- Weekly,4,4,4,4,3.0,4,1,0,1.0,4,4.0,4,4,4,1,4,1.0,4,4.0,63,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,27.0,Female
57,Male,Married or married,Partner or wife/husband,1,Specialization,; HS = High School,1,Public,From 11 to 20 h per week,Up to 10 h per week,Between 21 and 30 years,I have access,1,1,1,4,I have access,1,2,4,4,8,Already used,2,1,1,0,1,0,0,0,0,0,7,3,"- I do not agree, nor disagree",3,4,4,2,3,4,1,2,3,4,4.0,1,38,No changes,0,-1,-1,0,0,0,0,0,-2,Never,1,1,0,1,4.0,1,3,1,1.0,4,4.0,1,3,1,4,3,3.0,1,0.0,38,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,57.0,Male
29,Male,Married or married,"Partner or wife/husband, Son(s) who is a child(s)",5,Master's degree,; HE = Higher Education,1,Public,From 41 to 50 h per week,From 41 to 50 h per week,Between 6 and 10 years,I have access,1,1,1,4,I have access,1,2,5,5,10,Already used,2,2,2,2,2,2,2,2,2,2,22,0,- I totally agree,5,5,5,5,5,5,3,3,5,5,2.0,1,54,No changes,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,4.0,0,0,0,0.0,1,0.0,0,2,1,3,4,4.0,0,0.0,19,No,2,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,29.0,Male
56,Female,Married or married,Partner or wife/husband,3,Master's degree,; ES = Elementary School,1,Public,From 31 to 40 hours a week,From 51 to 60 h per week,Between 6 and 10 years,I have access,1,0,1,3,I have access,1,2,5,4,9,Already used,2,1,2,2,2,2,2,2,1,1,19,3,- Partially agree,4,4,5,4,2,5,1,1,5,4,4.0,1,44,-1,-1,-1,-1,0,-1,-1,-1,-1,-8,- Weekly,4,4,1,0,4.0,4,0,0,0.0,3,1.0,4,3,1,3,3,3.0,1,1.0,44,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,56.0,Female
30,Female,Married or married,"Partner or wife/husband, Pet (dog, cat , etc.)",7,Specialization,; HS = High School,1,Public,From 11 to 20 h per week,From 21 to 30 h per week,Between 6 and 10 years,I have access,1,1,0,3,I have access,1,2,4,3,7,Already used,2,1,2,2,2,2,1,1,1,1,17,5,- I totally agree,4,5,5,5,5,5,1,1,2,4,3.0,1,46,-1,0,0,0,-1,-1,-1,-1,-1,-6,- Annually,2,2,2,2,4.0,2,2,0,0.0,3,1.0,2,4,1,3,3,3.0,1,0.0,39,No,2,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,30.0,Female
30,Female,Single,Parents and/or siblings,1,Complete graduation,; MS = Middle School,1,Private,Up to 10 h per week,Up to 10 h per week,Between 1 and 5 years,I have access,0,1,0,2,I have access,0,1,1,1,2,Already used,2,0,0,2,2,0,0,0,0,0,8,0,I totally disagree,1,4,1,1,2,4,1,1,1,5,5.0,1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,- Weekly,4,4,4,4,4.0,4,0,4,4.0,4,4.0,4,0,4,4,4,4.0,4,4.0,72,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,30.0,Female
42,Male,Single,Alone,5,Specialization,; HS = High School,1,Public,From 31 to 40 hours a week,From 41 to 50 h per week,Between 6 and 10 years,I have access,0,1,0,2,I have access,1,2,4,5,9,Already used,2,1,2,2,2,2,2,2,1,1,19,3,I totally disagree,3,5,4,3,3,5,1,1,5,5,5.0,1,42,-1,-1,-1,-1,0,-1,-1,-1,-1,-8,- Weekly,3,4,1,4,3.0,4,3,0,1.0,4,4.0,4,4,1,2,3,1.0,4,0.0,54,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,42.0,Male
40,Male,Married or married,Partner or wife/husband,4,Specialization,; HS = High School,1,Public,From 11 to 20 h per week,From 51 to 60 h per week,Between 6 and 10 years,I have access,0,1,0,2,I have access,0,1,4,4,8,Already used,2,1,1,2,2,2,2,0,2,1,17,3,- Partially agree,3,4,4,4,3,5,2,1,3,3,3.0,1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,- Weekly,4,4,1,4,4.0,4,1,0,0.0,3,3.0,4,4,4,3,1,3.0,3,3.0,57,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,40.0,Male
37,Female,Single,Other people,3,Doctorate,; HS = High School,2,Public,From 31 to 40 hours a week,From 51 to 60 h per week,Between 11 and 20 years,I have access,0,1,1,3,I do not have access,1,1,4,3,7,Already used,2,2,2,2,2,2,1,1,2,1,19,3,- I totally agree,3,2,2,1,1,3,1,1,5,1,1.0,1,27,No changes,0,1,1,1,1,1,1,1,7,- Monthly,3,3,4,4,3.0,4,1,0,0.0,3,0.0,4,3,1,3,3,3.0,1,1.0,47,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,37.0,Female
37,Female,Married or married,"Partner or wife/husband, Son(s) who is child(s), Child(s) adolescents, Pet (dog, cat, etc.)",5,Master's degree,; HS = High School,2,Private,From 21 to 30 h per week,From 31 to 40 hours a week,Between 11 and 20 years,I have access,0,1,0,2,I have access,1,2,4,4,8,Already used,2,1,1,2,2,2,1,1,1,2,17,5,I totally disagree,3,4,4,4,4,4,1,1,5,5,2.0,1,39,No changes,-1,0,0,0,0,-1,0,0,-2,- Monthly,3,3,1,1,4.0,3,2,0,0.0,2,3.0,3,3,3,0,1,2.0,3,3.0,43,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,37.0,Female
32,Male,Married or married,"Partner or wife/husband, Son(s) who is a child(s)",5,Master's degree,; HS = High School,2,Public,From 31 to 40 hours a week,From 31 to 40 hours a week,Between 6 and 10 years,I have access,0,1,1,3,I have access,1,2,3,3,6,Already used,2,1,0,2,2,2,1,2,2,0,16,2,"- I do not agree, nor disagree",4,5,5,3,3,4,1,1,2,2,1.0,1,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,Never,1,1,3,4,4.0,4,1,3,0.0,4,4.0,4,4,3,3,3,3.0,1,1.0,52,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,32.0,Male
58,Female,Married or married,"Partner or wife/husband , Other people",1,Specialization,; HS = High School,1,Public,From 31 to 40 hours a week,From 41 to 50 h per week,Between 6 and 10 years,I have access,1,0,0,2,I have access,1,2,4,3,7,Already used,2,1,1,2,1,1,1,0,1,0,12,6,- I totally agree,2,2,4,1,1,3,2,3,3,1,1.0,1,29,Improved pandemic,0,1,1,0,-1,-1,0,-1,0,- Annually,2,1,2,2,2.0,1,2,0,0.0,3,1.0,2,4,1,2,2,3.0,2,0.0,34,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,55+,58.0,Female
42,Female,Married or married,"Partner or wife/husband, Son(s) who is a child(s)",8,Specialization,; HE = Higher Education,2,Private,Up to 10 h per week,From 51 to 60 h per week,Between 11 and 20 years,I have access,0,1,0,2,I have access,0,1,3,3,6,Already used,2,1,1,2,2,2,1,0,0,0,13,3,- Partially agree,3,2,1,1,1,1,1,1,2,1,1.0,1,20,-1,-1,-1,0,-1,-1,-1,-1,-1,-8,- Weekly,4,4,0,0,4.0,4,1,0,1.0,4,4.0,4,1,4,1,4,3.0,4,2.0,53,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,42.0,Female
44,Male,Married or married,"Partner or wife/husband, Son(s) who is a child(s)",5,Master's degree,; HE = Higher Education,1,Public,From 41 to 50 h per week,From 41 to 50 h per week,Between 6 and 10 years,I have access,0,1,0,2,I have access,0,1,4,5,9,Already used,2,2,2,2,2,2,2,2,2,0,20,0,- Partially agree,1,3,1,2,1,5,1,3,5,5,4.0,1,36,-1,-1,0,-1,-1,-1,-1,-1,-1,-8,- Monthly,4,3,1,3,3.0,3,0,0,0.0,2,1.0,1,4,4,2,0,0.0,3,0.0,37,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,44.0,Male
35,Female,Married or married,"Partner or wife/husband, Child(s) who is child(s), Pet (dog, cat , etc.)",1,Complete graduation,; ES = Elementary School,1,Private,From 21 to 30 h per week,From 31 to 40 hours a week,Between 11 and 20 years,I have access,0,1,1,3,I have access,1,2,5,5,10,Already used,2,1,0,2,2,2,2,2,1,1,17,3,- I totally agree,4,1,1,2,1,1,1,1,3,3,1.0,1,25,-1,-1,0,0,-1,-1,-1,-1,-1,-7,- Annually,2,2,2,2,2.0,2,2,1,1.0,3,1.0,2,2,2,2,3,2.0,2,0.0,37,Yes,1,Teacher,Brazilian_Teacher_Burnout_COVID19,35-44,35.0,Female
33,Female,Single,Alone,5,Doctorate,; HE = Higher Education,1,Public,From 31 to 40 hours a week,From 31 to 40 hours a week,Between 6 and 10 years,I have access,0,1,0,2,I have access,1,2,5,5,10,Already used,2,1,2,2,2,2,1,1,1,0,16,4,- I totally agree,4,3,3,3,3,4,1,1,3,4,2.0,1,37,No changes,0,1,-1,0,0,0,0,0,0,Never,1,1,3,3,2.0,2,0,4,4.0,1,1.0,1,4,1,1,0,0.0,1,0.0,31,Yes,2,Teacher,Brazilian_Teacher_Burnout_COVID19,25-34,33.0,Female
